,sofifa_id,short_name,preferred_foot,overall,player_positions,weak_foot,skill_moves,work_rate,body_type,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
16763,258000,L. Knöferl,Right,58,"CAM, CF",3,2,Medium/Medium,Normal (170-185),67.0,46.0,54.0,62.0,30.0,51.0,47,52,39,63,36,57,40,38,54,66,66,68,78,52,75,41,52,55,55,41,35,29,48,55,40,51,31,25,38,10,10,12,14,6,
16764,258047,J. Henderson,Right,58,"RWB, LWB",4,2,High/Medium,Normal (170-),74.0,47.0,53.0,59.0,52.0,49.0,46,42,50,57,42,52,43,43,56,55,72,75,91,56,90,54,54,67,37,52,55,54,56,55,45,52,50,55,49,8,7,12,11,12,
16765,258220,F. Kara,Right,58,"LB, CB",3,2,Medium/Medium,Lean (170-185),60.0,30.0,43.0,42.0,59.0,54.0,54,23,54,50,34,39,27,34,40,41,61,59,47,48,66,47,54,52,56,25,49,60,26,29,47,42,51,67,61,14,5,9,7,10,
16766,258313,F. Schneider,Right,58,"CM, CAM",3,2,Medium/Medium,Lean (170-185),54.0,54.0,56.0,59.0,54.0,61.0,50,51,53,63,49,58,43,33,59,61,55,54,63,58,60,63,55,60,62,53,62,45,57,54,54,47,51,60,61,15,14,12,12,10,
16767,258362,Phelipe,Right,58,GK,2,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,14,6,13,20,9,10,11,11,21,23,29,31,26,55,42,44,57,29,64,7,23,12,9,55,18,37,12,13,15,58,55,58,55,60,30.0
16768,258377,A. Németh,Right,58,"ST, CF, CAM",3,2,Medium/Medium,Normal (185+),76.0,57.0,44.0,61.0,19.0,57.0,34,58,57,54,57,62,51,24,32,56,74,77,68,58,68,61,62,61,57,55,49,13,49,48,51,54,14,16,17,6,12,7,6,11,
16769,258445,Rafael Bandeira,Right,58,"RB, RM",3,2,High/Medium,Normal (170-185),73.0,32.0,47.0,56.0,54.0,43.0,66,35,23,43,27,54,41,39,38,56,74,73,72,49,63,26,34,45,39,26,53,54,53,47,42,48,50,65,59,8,13,6,7,13,
16770,258460,F. Cousin-Dawson,Right,58,RB,3,2,Medium/Medium,Lean (170-185),69.0,25.0,40.0,45.0,57.0,63.0,46,23,45,49,29,42,29,25,37,45,68,69,47,52,60,34,76,62,70,15,45,53,23,28,36,49,60,59,58,11,14,7,9,9,
16771,258462,K. Scales,Right,58,"RM, CM",3,2,Medium/Medium,Lean (170-185),65.0,49.0,53.0,58.0,47.0,52.0,49,46,46,60,36,60,31,30,54,57,63,66,51,54,71,52,60,64,44,55,54,45,51,53,44,44,45,50,49,8,9,8,8,11,
16772,258470,R. Ponti,Left,58,"LW, LM",2,2,High/Low,Normal (185+),69.0,59.0,49.0,61.0,30.0,51.0,52,60,46,55,52,62,42,35,44,59,65,72,64,42,77,70,44,51,57,50,39,27,60,46,51,55,25,31,30,6,11,12,8,7,
16773,258605,B. Šatkus,Right,58,CB,5,2,Medium/High,Lean (185+),66.0,36.0,49.0,52.0,57.0,67.0,42,34,58,55,29,48,33,31,54,55,67,65,64,51,48,46,70,60,74,30,56,55,36,49,51,49,60,56,54,11,9,5,8,10,
16774,258617,J. Ngouabi,Right,58,"CB, CDM",3,2,Medium/Medium,Lean (185+),55.0,27.0,41.0,38.0,56.0,72.0,34,22,53,55,20,34,30,27,41,39,51,59,47,48,33,43,76,66,81,19,56,59,27,28,38,46,51,59,57,8,5,11,11,6,
16775,258689,Diego Bri,Left,58,"LW, RW",3,3,High/Low,Lean (170-185),60.0,55.0,57.0,61.0,24.0,34.0,58,58,27,59,54,62,60,47,56,60,61,60,62,49,76,59,36,40,34,43,25,20,57,53,49,46,29,21,21,10,10,5,6,11,
16776,258717,E. Ring,Right,58,"ST, RW",2,2,Medium/Medium,Normal (185+),75.0,55.0,48.0,59.0,24.0,59.0,40,57,52,55,47,59,39,30,49,60,76,75,58,55,65,54,64,61,65,53,39,17,56,52,47,53,22,24,20,6,6,7,7,7,
16777,258772,J. Buchta,Right,58,RWB,3,2,Medium/Medium,Lean (170-185),68.0,26.0,49.0,50.0,54.0,61.0,57,21,54,55,22,45,32,35,52,52,65,70,69,46,65,35,66,62,60,28,60,51,32,36,24,38,52,58,57,10,14,15,7,7,
16778,258776,C. Barker,Right,58,RB,2,2,Medium/Medium,Lean (170-185),69.0,35.0,47.0,50.0,57.0,59.0,48,34,51,51,28,47,39,25,45,49,68,69,65,46,60,39,66,63,58,32,56,55,45,46,32,50,57,59,56,6,14,9,5,9,
16779,258825,V. Schippers,Right,58,RB,2,2,Medium/High,Normal (170-185),48.0,33.0,37.0,53.0,63.0,70.0,44,27,60,34,23,59,30,35,32,44,47,49,55,54,58,50,65,62,78,30,61,59,35,41,36,48,58,70,67,11,15,6,7,13,
16780,258890,F. Dele-Bashiru,Right,58,"CM, CAM",3,2,Medium/Medium,Stocky (170-185),66.0,42.0,54.0,62.0,47.0,66.0,45,32,40,65,39,60,40,29,62,64,65,67,73,52,62,50,55,71,68,51,58,39,62,48,40,62,43,57,50,6,8,15,11,13,
16781,258906,W. Gnonto,Right,58,"CF, LM, ST",3,3,Medium/Medium,Stocky (170-),83.0,54.0,41.0,67.0,19.0,52.0,29,55,49,47,48,68,49,29,35,65,81,85,80,52,75,60,63,55,56,50,33,19,46,47,53,50,14,15,13,11,9,10,10,13,
16782,258913,F. Irorere,Right,58,CB,3,2,Medium/Medium,Lean (185+),53.0,30.0,38.0,39.0,58.0,61.0,32,26,63,48,33,38,27,25,40,41,54,52,34,52,34,44,64,52,69,22,53,54,27,30,33,44,54,63,62,8,6,9,12,15,
16783,258930,C. Archer,Right,58,ST,2,2,High/Low,Lean (185+),58.0,59.0,49.0,56.0,22.0,50.0,43,60,58,53,51,55,42,40,45,56,61,55,55,62,59,62,60,58,51,56,36,12,56,53,52,56,22,18,21,5,6,12,6,14,
16784,258931,H. Roberts,Left,58,CB,3,2,Medium/Medium,Normal (170-185),72.0,44.0,53.0,54.0,57.0,64.0,49,41,50,60,46,52,44,42,51,50,70,74,67,52,71,48,83,58,70,46,51,58,39,49,48,45,55,60,56,14,14,12,13,12,
16785,258973,M. Fofana,Right,58,"CM, CDM",3,2,Medium/Medium,Normal (170-185),75.0,40.0,58.0,61.0,51.0,65.0,58,30,51,65,35,58,51,35,62,60,74,75,74,57,73,59,71,73,63,40,57,51,53,52,39,51,50,52,50,5,5,9,6,11,
16786,258982,C. Cortés,Right,58,ST,2,3,Medium/Medium,Normal (185+),58.0,59.0,41.0,53.0,25.0,68.0,26,60,62,50,55,51,36,30,39,53,60,57,55,55,70,57,62,63,82,60,39,19,58,44,49,41,20,21,22,14,10,7,10,10,
16787,259032,T. Jenks,Right,58,"CM, CAM",3,3,Medium/Medium,Normal (185+),69.0,52.0,55.0,61.0,56.0,66.0,45,48,59,58,41,59,49,48,59,62,72,66,70,50,74,64,66,64,67,54,64,55,53,58,42,47,54,57,58,13,14,7,12,10,
16788,259081,M. Nyeman,Right,58,"CDM, CM",3,3,Medium/High,Lean (170-),68.0,38.0,53.0,59.0,55.0,50.0,38,37,48,64,33,57,44,36,63,59,66,69,67,53,83,43,62,74,33,32,57,50,54,50,43,52,57,58,54,12,10,10,8,15,
16789,259083,S. Diarrassouba,Right,58,"CAM, LM",2,3,High/Medium,Lean (170-),75.0,44.0,55.0,65.0,37.0,40.0,47,45,40,62,44,63,44,42,55,65,77,73,80,50,85,47,62,46,33,37,45,25,47,57,45,55,42,38,39,12,9,12,10,13,
16790,259111,J. Fory,Right,58,RM,3,2,Low/Low,Lean (185+),72.0,48.0,51.0,56.0,48.0,62.0,55,56,45,58,47,55,32,34,54,55,73,72,70,60,55,49,55,75,65,30,40,31,45,40,40,48,55,52,49,12,11,11,7,5,
16791,259115,T. Thomas,Right,58,CM,3,2,Medium/Medium,Normal (170-185),68.0,50.0,55.0,62.0,58.0,61.0,48,47,56,59,39,61,52,48,58,62,69,68,70,57,72,57,68,62,59,50,65,59,52,56,53,54,56,59,56,10,8,14,8,10,
16792,259163,M. Hilgers,Right,58,"CB, RB",3,2,Medium/Medium,Normal (185+),69.0,41.0,42.0,45.0,59.0,56.0,33,40,56,50,26,39,30,27,59,47,71,68,54,50,61,62,63,42,65,26,47,56,26,33,60,56,57,62,65,9,10,14,12,10,
16793,259167,V. Molchan,Left,58,CB,3,2,Medium/Medium,Normal (185+),57.0,29.0,40.0,35.0,60.0,64.0,29,26,50,54,24,28,31,28,45,36,61,54,42,43,55,41,65,67,67,23,50,58,28,27,34,43,58,67,60,14,10,6,15,10,
16794,259187,E. Oubella,Right,58,CB,3,2,Medium/Medium,Lean (185+),65.0,29.0,35.0,39.0,60.0,62.0,35,23,53,40,31,28,29,31,33,42,62,68,63,48,55,42,73,60,64,23,55,59,28,31,47,49,58,65,60,10,8,10,8,7,
16795,259215,F. Mendy,Right,58,"CB, RB",3,2,Medium/Medium,Lean (185+),71.0,25.0,39.0,39.0,59.0,62.0,43,23,64,48,26,35,26,25,38,41,65,75,48,45,47,32,70,60,70,20,40,56,21,29,31,38,58,62,55,8,12,7,7,15,
16796,259257,Lluis Tarrés,Left,58,GK,3,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,11,6,15,25,8,13,14,11,18,18,20,22,35,43,45,41,65,21,35,15,32,8,6,49,15,26,8,12,13,57,62,54,57,61,21.0
16797,259292,J. Maher,Right,58,CB,2,2,Medium/Medium,Lean (185+),57.0,22.0,39.0,47.0,59.0,66.0,26,15,41,50,25,47,24,20,50,50,51,61,39,50,41,39,75,66,70,18,54,60,25,32,31,38,60,62,58,13,7,9,15,9,
16798,259353,J. Daley,Right,58,CM,3,2,Medium/Medium,Lean (170-185),66.0,43.0,57.0,63.0,47.0,53.0,51,40,41,65,38,64,46,38,61,61,67,65,61,55,72,52,62,70,51,37,36,41,55,55,44,60,43,55,50,6,8,12,9,12,
16799,259354,I. Al Nakhli,Right,58,"CB, CDM",3,2,Medium/Medium,Normal (170-185),62.0,25.0,41.0,42.0,56.0,68.0,31,20,57,53,22,36,30,30,48,46,51,71,48,49,52,38,82,67,72,23,55,56,28,29,31,44,51,60,54,10,14,9,8,10,
16800,259389,L. Robinson,Left,58,"LB, LWB",3,2,Medium/Medium,Normal (170-185),69.0,28.0,45.0,48.0,55.0,61.0,50,28,43,50,24,44,32,33,45,47,68,70,57,50,70,27,65,70,62,25,48,55,45,37,33,42,56,57,55,8,14,13,9,11,
16801,259398,L. Sánchez,Left,58,"CB, LB",3,2,Medium/High,Normal (170-185),59.0,28.0,33.0,39.0,62.0,59.0,34,20,62,36,28,30,33,31,28,41,64,55,45,50,76,48,73,62,60,22,50,58,26,30,46,41,59,65,67,14,13,8,12,7,
16802,259624,M. Romero,Right,58,ST,3,2,Medium/Medium,Normal (170-185),63.0,55.0,42.0,52.0,19.0,56.0,27,65,60,51,41,48,30,27,45,52,63,63,60,65,72,47,66,58,65,43,30,16,60,44,57,45,12,17,12,10,12,12,14,13,
16803,259627,J. Hettwer,Right,58,"CF, RM",3,2,Medium/Low,Lean (185+),83.0,56.0,45.0,60.0,25.0,48.0,40,59,39,49,45,59,43,34,47,60,84,83,70,45,70,56,48,65,35,54,59,24,59,46,53,56,24,23,24,12,14,12,14,7,
16804,259673,M. Bruns,Right,58,CM,3,2,Medium/High,Lean (170-185),64.0,43.0,59.0,57.0,57.0,59.0,48,39,52,68,40,58,41,41,64,51,60,67,63,58,65,57,66,66,56,33,58,59,51,57,50,57,59,56,57,9,14,14,8,6,
16805,259677,A. Robertson,Right,58,CM,3,2,Medium/Medium,Normal (170-185),69.0,47.0,57.0,61.0,50.0,51.0,44,36,55,67,44,61,49,42,66,62,69,69,58,60,76,64,59,56,42,47,63,43,63,49,55,51,50,49,57,12,8,14,5,5,
16806,259716,D. Svensson,Left,58,"LWB, LM",2,2,High/Medium,Normal (170-185),75.0,42.0,52.0,59.0,51.0,57.0,55,38,44,55,40,57,54,42,45,59,76,74,74,52,60,52,66,55,60,40,50,51,51,49,40,52,52,53,52,15,12,12,9,9,
16807,259724,C. M'Mombwa,Right,58,CAM,3,3,Medium/Medium,Normal (170-),63.0,49.0,58.0,60.0,35.0,58.0,55,44,38,65,42,60,48,39,54,60,62,63,64,49,64,58,60,58,56,50,60,27,58,61,50,60,33,39,40,7,5,15,15,13,
16808,259869,J. Tchamadeu,Right,58,"RWB, RB",2,2,High/Medium,Normal (170-185),77.0,43.0,50.0,57.0,53.0,62.0,50,43,49,53,36,55,49,39,47,53,80,75,72,53,73,45,58,63,63,40,60,52,48,49,39,49,53,55,50,14,11,7,15,11,
16809,259915,J. Gal,Right,58,GK,3,1,Medium/Medium,Lean (185+),0.0,0.0,0.0,0.0,0.0,0.0,12,5,10,24,7,12,14,14,25,18,16,20,37,46,36,49,49,26,67,8,25,11,8,26,15,28,6,14,14,60,49,65,63,61,18.0
16810,259922,V. Dahlström,Right,58,"ST, LW",3,2,Medium/Medium,Normal (185+),64.0,59.0,41.0,51.0,28.0,60.0,35,65,61,45,47,48,33,35,32,53,63,65,55,58,55,53,62,60,67,55,41,23,56,48,62,46,19,33,14,5,8,12,9,11,
16811,260012,L. Lewis,Right,58,GK,2,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,13,10,17,34,9,28,14,10,32,32,41,40,42,42,48,44,47,30,64,10,40,21,10,44,19,40,15,17,18,59,57,58,58,61,41.0
16812,260016,D. Berisha,Right,58,"LM, CAM",3,2,High/Medium,Normal (170-185),63.0,48.0,53.0,63.0,32.0,47.0,52,51,40,58,43,65,49,41,49,63,65,62,69,48,67,48,56,48,51,43,33,25,52,50,51,48,31,33,37,11,9,12,6,13,
16813,260018,D. Odumosu,Right,58,GK,3,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,22,9,11,50,9,11,10,13,40,30,58,60,60,55,60,39,65,28,60,5,35,12,6,50,14,40,8,11,14,57,57,52,59,56,59.0
16814,260031,W. Bogado,Left,58,"LM, LW",3,2,High/Low,Normal (170-185),64.0,48.0,56.0,61.0,25.0,45.0,61,55,37,61,36,62,62,39,55,65,68,60,55,39,71,46,47,47,51,39,25,15,42,45,45,42,25,25,28,12,10,9,11,11,
16815,260078,L. Rosenlöcher,Left,58,"LB, LM",3,2,High/Medium,Stocky (170-185),76.0,45.0,49.0,56.0,52.0,66.0,53,46,43,51,43,56,56,32,44,52,75,76,67,55,69,42,60,55,78,47,51,52,52,46,33,41,49,57,58,10,7,8,13,6,
16816,260126,A. Griger,Right,58,ST,3,2,Medium/Medium,Normal (185+),67.0,58.0,44.0,55.0,18.0,58.0,35,60,51,46,49,56,45,31,40,53,64,70,61,53,47,63,66,54,71,50,30,15,58,57,58,56,16,12,14,13,7,7,10,14,
16817,260190,P. Nwadike,Right,58,CB,2,2,Medium/Medium,Normal (185+),61.0,32.0,46.0,51.0,55.0,71.0,36,25,49,60,26,50,33,30,46,50,62,60,54,53,54,49,66,61,81,33,58,54,32,38,37,52,55,57,53,13,7,14,9,12,
16818,260301,M. Musolitin,Right,58,RB,3,2,Medium/Medium,Normal (170-185),68.0,35.0,53.0,52.0,53.0,53.0,58,36,43,56,27,48,56,31,55,54,68,68,59,50,74,33,64,68,43,35,58,52,48,47,35,44,52,56,54,9,5,7,13,8,
16819,260330,I. Ouchi,Right,58,GK,2,1,Medium/Medium,Normal (170-185),0.0,0.0,0.0,0.0,0.0,0.0,20,6,15,46,9,15,14,18,34,11,33,50,44,54,45,42,61,28,60,5,18,10,7,44,17,34,6,16,15,58,57,56,55,61,40.0
16820,260349,N. Abe,Left,58,GK,2,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,15,6,13,31,7,9,13,12,36,18,35,40,56,56,40,44,56,30,52,6,33,12,8,60,11,56,10,9,10,60,53,58,60,56,37.0
16821,260362,K. Tachikawa,Right,58,GK,3,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,9,4,11,23,7,9,12,11,25,15,33,22,40,53,38,37,51,29,65,8,17,15,5,34,12,39,16,13,12,61,54,49,56,60,29.0
16822,260418,A. García,Right,58,CB,2,2,Low/Medium,Normal (170-185),53.0,28.0,38.0,43.0,61.0,58.0,34,21,59,50,34,48,35,31,33,33,52,54,33,47,64,43,70,62,59,23,48,58,31,28,40,44,54,70,64,6,9,7,14,14,
16823,260465,J. Meerstadt,Right,58,"CDM, CM",3,2,Medium/Medium,Normal (185+),62.0,40.0,50.0,55.0,58.0,61.0,39,31,52,58,37,54,42,40,56,54,62,62,63,58,66,55,63,57,62,43,62,56,41,49,50,49,57,60,61,5,12,10,8,7,
16824,260483,G. Nnachi,Right,58,"RW, RM",3,2,High/Medium,Lean (170-185),69.0,57.0,52.0,59.0,26.0,46.0,52,59,33,56,48,60,41,35,50,58,69,69,56,50,73,60,54,59,45,55,29,22,61,55,44,48,27,25,27,10,14,7,12,6,
16825,260512,F. Abastoflor,Right,58,LW,3,2,Medium/Medium,Lean (170-),63.0,62.0,54.0,60.0,26.0,59.0,53,64,52,55,65,62,52,42,54,57,63,63,67,45,70,67,56,63,62,54,45,18,55,55,59,51,16,31,34,12,12,10,6,13,
16826,260523,P. Aaronson,Right,58,CAM,3,2,High/Medium,Normal (170-),76.0,51.0,57.0,62.0,36.0,50.0,53,51,43,61,42,61,54,44,57,58,78,75,79,46,76,55,55,59,46,50,49,27,50,59,49,56,32,41,48,8,9,9,13,12,
16827,260528,K. ElMedkhar,Right,58,LM,3,3,High/Low,Normal (185+),64.0,55.0,48.0,62.0,26.0,53.0,45,59,31,48,50,63,66,45,43,59,65,63,63,69,63,60,44,55,63,42,29,23,65,52,49,64,25,28,24,9,10,9,8,10,
16828,260531,L. Bodnar,Right,58,"CB, CM",3,2,Medium/Medium,Lean (185+),65.0,24.0,43.0,48.0,58.0,65.0,33,19,50,58,26,45,30,19,52,48,65,65,44,55,62,35,76,73,66,18,51,57,26,30,37,54,58,62,57,12,13,11,14,6,
16829,260616,A. Saldaña,Right,58,CM,4,3,High/High,Normal (170-185),60.0,49.0,57.0,60.0,50.0,63.0,37,42,46,65,38,57,59,55,60,60,62,59,68,56,70,55,56,61,64,63,63,48,48,59,42,62,54,50,48,14,5,11,8,13,
16830,260621,S. Owusu,Right,58,CB,3,2,Medium/Medium,Normal (170-185),63.0,27.0,41.0,45.0,60.0,59.0,42,21,51,50,30,42,22,24,51,45,64,63,41,54,70,36,72,59,63,26,44,57,28,28,39,43,60,64,61,11,10,10,6,13,
16831,260687,K. McDonald,Right,58,"RB, RWB",3,2,High/Medium,Normal (170-185),73.0,30.0,37.0,58.0,52.0,61.0,52,28,45,35,29,60,29,29,25,54,74,72,64,54,66,34,52,70,59,23,55,56,54,36,35,40,48,56,53,8,8,11,7,11,
16832,260736,V. Rodríguez,Left,58,LWB,2,2,Medium/Medium,Lean (170-185),68.0,29.0,46.0,56.0,51.0,62.0,56,30,36,55,27,57,34,35,30,56,70,67,54,55,76,25,58,60,66,25,54,53,44,39,38,38,52,53,52,7,8,12,13,7,
16833,260863,W. Suzuki,Right,58,ST,3,2,High/Low,Normal (185+),61.0,55.0,50.0,54.0,30.0,70.0,34,59,70,61,44,57,31,36,58,56,56,65,55,46,41,51,67,55,85,57,51,23,49,48,49,42,20,31,28,11,6,15,6,7,
16834,260891,H. Osman,Right,58,LM,3,2,Medium/Low,Lean (170-185),77.0,56.0,56.0,58.0,30.0,37.0,60,53,47,60,65,55,58,40,53,62,78,76,57,39,80,69,48,40,37,45,28,24,53,51,61,51,26,32,28,14,8,10,9,9,
16835,260924,J. Frommann,Right,58,"CDM, CB",3,2,Medium/High,Normal (185+),53.0,44.0,52.0,56.0,57.0,61.0,42,40,54,61,43,58,41,49,61,57,52,54,53,46,57,61,55,51,66,35,61,54,45,43,48,46,54,62,62,7,12,12,9,10,
16836,260927,K. Chauke,Right,58,"RM, CM",2,2,Low/High,Lean (170-185),71.0,47.0,55.0,61.0,37.0,41.0,44,44,37,60,49,60,52,49,57,59,73,70,71,55,75,56,45,49,36,41,44,29,48,57,54,50,40,41,36,15,5,6,9,8,
16837,260992,K. Wachowiak,Left,58,LB,2,2,Medium/Medium,Normal (170-185),71.0,43.0,48.0,54.0,51.0,52.0,55,44,38,52,30,57,56,30,41,49,76,67,62,55,46,44,52,64,48,42,49,52,48,41,37,43,48,57,57,8,13,14,8,14,
16838,261007,R. Werthmüller,Right,58,"ST, RW",4,2,Medium/Medium,Lean (170-185),68.0,58.0,47.0,61.0,24.0,52.0,42,61,53,52,58,62,60,37,40,59,67,68,69,55,62,55,55,52,57,56,41,19,56,47,58,52,24,19,17,11,9,7,11,6,
16839,261030,S. Adjei,Right,58,ST,2,2,High/Medium,Lean (185+),54.0,61.0,35.0,50.0,24.0,75.0,29,62,70,38,51,51,29,21,26,50,55,54,52,48,51,67,81,59,91,61,51,20,53,45,53,43,21,16,22,8,10,13,11,6,
16840,261035,Z. Inoussa,Right,58,RW,3,2,High/Medium,Normal (170-185),74.0,58.0,49.0,60.0,25.0,44.0,57,58,36,47,59,58,54,39,45,63,74,74,59,44,80,68,50,55,42,48,32,21,55,50,54,51,17,30,28,8,14,10,13,6,
16841,261085,A. Ndour,Right,58,RW,3,2,Medium/Medium,Lean (170-185),74.0,56.0,47.0,59.0,28.0,55.0,51,59,52,48,52,60,46,39,40,58,76,73,63,50,58,58,58,48,66,51,35,25,56,48,50,48,26,25,27,11,10,12,5,6,
16842,261197,R. Castellanos,Right,58,CB,4,2,Medium/High,Normal (185+),58.0,24.0,38.0,41.0,57.0,67.0,28,20,62,44,28,34,26,20,56,51,56,59,35,50,45,33,77,56,80,22,48,50,24,32,35,44,60,59,52,6,11,6,12,7,
16843,261245,D. Pereira,Right,58,CM,3,2,Medium/Medium,Normal (170-185),64.0,52.0,55.0,65.0,45.0,57.0,43,49,38,63,46,66,57,44,59,63,64,64,71,56,75,58,57,66,54,54,52,43,57,50,45,58,52,44,42,13,7,10,7,12,
16844,261247,E. Cabezas,Right,58,CB,3,2,Low/Medium,Normal (170-185),60.0,29.0,38.0,41.0,59.0,62.0,28,28,58,55,28,31,23,25,30,49,56,64,45,55,65,39,74,62,65,20,52,60,20,29,35,39,60,58,54,13,11,5,8,14,
16845,261280,L. Sprekelmeyer,Right,58,CB,3,2,Medium/Medium,Normal (185+),55.0,23.0,40.0,44.0,60.0,58.0,30,18,58,58,25,35,29,24,45,49,53,56,63,39,56,35,60,34,70,22,56,54,18,22,34,50,62,62,57,11,8,11,12,15,
16846,261332,T. Rapnouil,Left,58,"CDM, LB, LM",3,2,Medium/High,Lean (185+),59.0,42.0,56.0,61.0,57.0,58.0,59,38,51,62,32,62,53,37,54,65,60,58,57,53,54,61,62,46,64,31,57,57,53,50,47,48,59,56,55,10,6,5,6,10,
16847,261358,Y. Sylla,Right,58,ST,3,2,Medium/Medium,Normal (170-185),79.0,58.0,46.0,63.0,20.0,62.0,46,62,54,53,51,64,43,44,31,63,78,80,74,39,68,56,73,59,68,53,46,15,48,47,58,43,13,19,17,7,6,8,10,7,
16848,261379,C. Meza,Right,58,CDM,3,2,Medium/High,Normal (170-),62.0,42.0,50.0,60.0,62.0,59.0,35,35,60,55,28,65,40,59,52,55,59,65,60,48,55,45,65,60,58,55,60,60,35,55,62,55,65,62,55,8,6,6,14,6,
16849,261430,S. Rodríguez,Right,58,"CM, CDM",3,2,Medium/Medium,Normal (170-185),61.0,45.0,58.0,55.0,51.0,66.0,44,40,57,68,43,51,48,45,69,58,60,61,59,60,60,58,62,55,75,41,60,48,51,54,48,47,48,53,53,13,10,15,6,14,
16850,261449,M. Johnen,Right,58,GK,2,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,12,6,11,26,9,9,11,13,20,17,28,21,24,39,30,40,48,27,53,7,18,9,9,32,15,29,8,12,9,61,57,53,58,62,25.0
16851,261457,B. Willumsson,Right,58,ST,3,3,Medium/Medium,Lean (185+),62.0,57.0,52.0,60.0,38.0,61.0,39,59,50,64,46,59,37,34,58,60,63,61,64,56,68,58,55,59,60,52,65,38,56,50,62,54,31,38,43,12,12,10,7,12,
16852,261460,P. Weah,Right,58,"RW, LW",4,4,Medium/Medium,Lean (185+),76.0,48.0,50.0,63.0,21.0,57.0,51,53,39,55,37,64,37,32,54,65,77,76,71,39,76,49,59,53,71,36,27,17,49,47,48,46,16,20,24,12,10,11,9,10,
16853,261462,P. Hernández,Left,58,LB,2,2,Medium/Medium,Normal (170-185),61.0,32.0,42.0,55.0,57.0,51.0,52,31,53,40,35,62,41,37,35,46,64,58,49,53,76,29,63,63,42,31,55,58,46,40,47,39,50,64,63,12,13,6,14,10,
16854,261469,E. Abreu,Right,58,CM,3,2,Medium/Medium,Normal (170-),65.0,47.0,52.0,58.0,48.0,55.0,41,51,50,60,33,56,35,37,56,58,64,65,60,60,81,39,49,75,48,47,49,54,56,55,39,45,36,55,50,9,13,10,9,13,
16855,261480,E. Ruiz,Right,58,"CB, CDM",2,2,Medium/Medium,Normal (170-),59.0,24.0,42.0,42.0,57.0,59.0,40,23,59,55,30,26,23,24,40,55,61,58,55,60,70,30,61,61,57,20,60,58,21,30,31,43,54,60,57,9,15,12,13,5,
16856,261505,B. Ruiz,Left,58,LB,3,2,Medium/Medium,Lean (170-),65.0,31.0,48.0,54.0,52.0,51.0,54,23,50,57,28,52,26,34,38,53,70,60,61,62,65,41,59,64,38,35,63,52,39,43,39,39,53,50,54,8,6,10,6,9,
16857,261520,J. Geusens,Right,58,CM,3,2,Medium/Medium,Normal (185+),62.0,49.0,58.0,61.0,43.0,58.0,38,41,52,65,43,63,58,62,64,64,65,59,58,53,64,59,63,56,58,58,59,40,50,58,41,45,42,43,41,9,13,13,12,12,
16858,261535,M. Acosta,Right,58,CM,2,3,Medium/Medium,Normal (170-185),67.0,55.0,58.0,57.0,55.0,54.0,55,55,55,60,44,60,55,50,61,58,67,67,55,55,55,53,57,59,50,58,55,49,55,58,60,38,55,59,58,8,12,9,10,9,
16859,261542,O. Molleda,Left,58,LM,2,3,Medium/Medium,Normal (170-),73.0,46.0,55.0,54.0,40.0,45.0,65,52,44,55,40,51,39,35,53,52,70,75,65,60,77,46,57,59,40,33,39,36,52,53,39,41,32,49,45,11,6,10,9,8,
16860,261564,M. Sánchez,Right,58,ST,3,2,Medium/Medium,Lean (170-185),62.0,56.0,52.0,59.0,35.0,54.0,49,60,59,55,49,57,44,39,45,58,61,62,64,58,70,55,60,57,56,48,45,28,57,60,57,53,33,35,33,10,6,7,10,13,
16861,261567,P. Cabel,Right,58,"RW, LW",3,3,High/Low,Lean (170-185),67.0,55.0,49.0,60.0,45.0,48.0,60,55,55,49,38,61,36,55,35,60,67,67,65,49,65,58,48,55,50,57,33,48,58,48,55,55,45,45,33,12,8,10,9,7,
16862,261611,M. Mitsuta,Right,58,"RW, CAM",3,3,Medium/Medium,Lean (170-),73.0,53.0,52.0,62.0,25.0,38.0,55,55,39,56,49,62,47,48,45,60,75,71,80,38,83,47,69,40,38,53,28,23,52,51,55,50,21,26,21,7,8,8,12,12,
